artifact,dataset,model,operator,fold,branches,residual_mode,timestamp,matrix_name,mean_cosine_branch,max_cosine_branch,min_cosine_branch
cosine_branch,DD,VerticalRes,GCNConv,3,B3,identity,20260506_222800,cosine_branch,0.634571717845069,1.0000001192092896,0.396634578704834
cosine_branch,DD,VerticalRes,GCNConv,4,B3,identity,20260506_222734,cosine_branch,0.7597620553440518,1.0,0.5925475358963013
cosine_branch,ENZYMES,HorizontalRes,GCNConv,0,B3,identity,20260506_220151,cosine_branch,0.9336856537395053,1.0,0.8085036873817444
cosine_branch,ENZYMES,HorizontalRes,GCNConv,0,B3,identity,20260506_223728,cosine_branch,0.9336857000986735,1.0000001192092896,0.8085038065910339
cosine_branch,ENZYMES,HorizontalRes,GCNConv,1,B3,identity,20260506_223737,cosine_branch,0.9109227922227647,1.0000001192092896,0.7387544512748718
cosine_branch,ENZYMES,HorizontalRes,GCNConv,2,B3,identity,20260506_223811,cosine_branch,0.9460287623935275,1.000000238418579,0.8432196378707886
cosine_branch,ENZYMES,HorizontalRes,GCNConv,3,B3,identity,20260506_223816,cosine_branch,0.9166148371166654,1.000000238418579,0.7550839185714722
cosine_branch,ENZYMES,HorizontalRes,GCNConv,4,B3,identity,20260506_223800,cosine_branch,0.9401872356732687,1.000000238418579,0.8241286873817444
cosine_branch,ENZYMES,MatrixResGated,GCNConv,0,B3,sparse,20260506_220157,cosine_branch,0.986913972430759,1.0,0.9611330032348633
cosine_branch,ENZYMES,MatrixResGated,GCNConv,0,B3,sparse,20260506_224002,cosine_branch,0.9852039747767978,1.0,0.9567030668258667
cosine_branch,ENZYMES,MatrixResGated,GCNConv,1,B3,sparse,20260506_224037,cosine_branch,0.9787744217448764,1.0,0.9370924234390259
cosine_branch,ENZYMES,MatrixResGated,GCNConv,2,B3,sparse,20260506_224110,cosine_branch,0.977341439988878,1.000000238418579,0.9331732988357544
